ID,STOREID,PRODUCTID,QUANTITY,UNITPRICE,SUBTOTAL
2188,3,35,2,5,10
2189,7,20,2,5,10
2190,2,23,1,6,6
2191,4,37,1,4,4
2192,1,7,2,3,6
2193,2,18,2,8,16
2194,4,13,2,5,10
2194,8,6,2,3,6
2195,9,24,2,8,16
2196,7,29,2,6,12
2197,6,3,2,5,10
2198,3,9,2,5,10
2199,5,32,2,3,6
2200,9,29,2,6,12
2201,2,38,2,6,12
2202,5,14,1,5,5
2203,1,26,2,4,8
2204,3,1,2,4,8
2205,1,12,2,5,10
2206,7,2,2,6,12
2206,10,4,1,5,5
2206,9,9,2,5,10
2207,9,26,2,4,8
2208,1,17,2,7,14
2209,8,12,1,5,5
2210,3,17,1,7,7
2211,1,32,1,3,3
2212,3,22,2,8,16
2212,9,29,2,6,12
2212,7,28,1,5,5
2213,5,21,1,6,6
2214,4,37,1,4,4
2214,1,5,1,6,6
2214,8,17,2,7,14
2215,7,30,1,6,6
2216,4,24,2,8,16
2216,4,36,1,4,4
2216,5,38,1,6,6
2216,6,5,2,6,12
2217,7,28,1,5,5
2217,1,1,1,4,4
2218,7,10,1,5,5
2218,1,14,1,5,5
2219,3,31,1,6,6
2219,7,4,2,5,10
2220,5,36,2,4,8
2221,7,14,2,5,10
2222,10,17,2,7,14
2222,4,36,1,4,4
2223,4,33,2,4,8
2223,3,19,2,6,12
2224,1,36,2,4,8
2225,1,9,1,5,5
2225,8,1,1,4,4
2226,10,5,2,6,12
2226,5,7,2,3,6
2226,5,17,1,7,7
2227,2,18,1,8,8
2228,6,15,2,6,12
2228,8,2,2,6,12
2229,8,33,2,4,8
2230,4,13,2,5,10
2231,5,11,2,5,10
2232,10,17,1,7,7
2233,7,15,1,6,6
2234,6,17,2,7,14
2235,3,29,2,6,12
2235,1,19,1,6,6
2236,10,23,1,6,6
2236,5,23,1,6,6
2237,2,11,1,5,5
2238,2,38,2,6,12
2239,5,12,1,5,5
2240,5,3,1,5,5
2241,4,14,1,5,5
2242,5,18,1,8,8
2242,3,36,2,4,8
2243,7,10,1,5,5
2243,6,21,2,6,12
2244,10,9,2,5,10
2244,9,35,2,5,10
2245,7,10,2,5,10
2246,1,15,1,6,6
2246,10,23,2,6,12
2247,4,2,2,6,12
2248,9,16,1,6,6
2248,5,6,1,3,3
2249,9,22,1,8,8
2250,5,22,2,8,16
2251,5,26,1,4,4
2252,1,24,2,8,16
2253,1,35,1,5,5
2254,3,38,2,6,12
2255,2,15,2,6,12
2256,5,2,2,6,12
2256,6,12,2,5,10
2257,9,20,2,5,10
2257,5,23,1,6,6
2257,3,15,2,6,12
2257,2,1,1,4,4
2258,3,8,2,5,10
2259,3,23,1,6,6
2260,2,14,2,5,10
2260,7,14,2,5,10
2261,6,10,2,5,10
2261,2,33,2,4,8
2262,6,27,1,4,4
2263,7,25,2,6,12
2264,2,8,1,5,5
2265,6,7,2,3,6
2266,5,1,2,4,8
2266,5,28,1,5,5
2267,8,11,2,5,10
2268,7,37,2,4,8
2269,2,31,2,6,12
2270,8,38,1,6,6
2271,6,38,2,6,12
2272,1,15,2,6,12
2273,6,17,2,7,14
2274,7,30,1,6,6
2275,6,3,2,5,10
2276,8,15,1,6,6
2277,5,28,2,5,10
2277,3,10,1,5,5
2278,9,20,1,5,5
2279,1,28,2,5,10
2280,5,28,2,5,10
2281,7,9,2,5,10
2282,10,21,1,6,6
2282,1,1,1,4,4
2283,8,30,1,6,6
2284,2,2,2,6,12
2285,4,20,2,5,10
2286,3,19,1,6,6
2287,3,28,1,5,5
2288,6,5,1,6,6
2289,1,6,2,3,6
2289,7,17,1,7,7
2290,3,24,2,8,16
2290,4,25,1,6,6
2291,1,22,2,8,16
2292,3,33,2,4,8
2293,9,34,1,5,5
2294,8,14,2,5,10
2294,5,7,2,3,6
2295,8,22,1,8,8
2296,7,29,2,6,12
2296,10,11,1,5,5
2296,4,31,2,6,12
2297,2,26,1,4,4
2298,8,1,2,4,8
2299,7,18,2,8,16
2299,7,20,1,5,5
2300,6,12,2,5,10
2300,2,4,2,5,10
2301,7,6,1,3,3
2301,1,17,1,7,7
2302,5,12,1,5,5
2302,2,28,2,5,10
2303,2,22,2,8,16
2304,4,37,1,4,4
2305,7,5,1,6,6
2306,6,33,1,4,4
2307,10,2,2,6,12
2308,3,27,2,4,8
2308,3,5,1,6,6
2309,2,19,2,6,12
2309,6,27,1,4,4
2310,2,28,1,5,5
2310,5,32,1,3,3
2311,9,2,1,6,6
2312,1,6,1,3,3
2312,9,25,1,6,6
2313,1,32,2,3,6
2313,3,24,1,8,8
2314,8,25,1,6,6
2314,5,14,2,5,10
2315,2,3,2,5,10
2316,6,10,2,5,10
2317,6,35,1,5,5
2318,6,26,2,4,8
2319,4,4,1,5,5
2320,9,10,2,5,10
2321,4,18,2,8,16
2322,1,4,1,5,5
2323,7,5,1,6,6
2323,5,26,1,4,4
2324,1,24,1,8,8
2325,7,3,1,5,5
2326,1,21,2,6,12
2327,3,18,1,8,8
2327,5,17,2,7,14
2328,2,27,2,4,8
2329,7,5,2,6,12
2330,7,37,2,4,8
2331,8,17,2,7,14
2332,5,10,2,5,10
2333,10,36,2,4,8
2334,2,27,2,4,8
2335,3,6,2,3,6
2335,7,23,2,6,12
2335,8,32,1,3,3
2336,5,31,1,6,6
2336,2,19,1,6,6
2336,8,27,1,4,4
2337,4,35,2,5,10
2338,8,34,1,5,5
2339,2,29,2,6,12
2340,10,27,1,4,4
2341,8,37,2,4,8
2342,6,30,1,6,6
2342,8,24,1,8,8
2343,5,11,1,5,5
2344,9,21,1,6,6
2344,4,17,2,7,14
2344,2,25,2,6,12
2344,1,13,1,5,5
2345,7,14,1,5,5
2346,3,19,1,6,6
2347,8,1,1,4,4
2348,4,36,1,4,4
2348,8,6,1,3,3
2349,6,36,1,4,4
2350,1,11,2,5,10
2351,9,12,1,5,5
2351,10,23,2,6,12
2352,1,17,1,7,7
2353,5,30,1,6,6
2353,8,12,1,5,5
2354,5,36,2,4,8
2355,5,16,2,6,12
2356,7,32,1,3,3
2357,10,27,1,4,4
2358,2,11,1,5,5
2358,10,9,2,5,10
2359,9,8,1,5,5
2359,1,35,2,5,10
2360,3,22,1,8,8
2361,1,25,2,6,12
2362,7,4,1,5,5
2363,2,23,2,6,12
2364,3,8,1,5,5
2365,6,12,1,5,5
2366,7,22,1,8,8
2366,8,30,1,6,6
2367,10,5,2,6,12
2368,5,1,2,4,8
2369,6,32,2,3,6
2370,3,14,1,5,5
2371,4,36,2,4,8
2372,2,27,1,4,4
2373,8,8,2,5,10
2373,7,16,1,6,6
2373,6,6,1,3,3
2374,7,13,1,5,5
2375,6,17,1,7,7
2376,10,21,1,6,6
2377,8,16,1,6,6
2377,3,12,2,5,10
2377,9,34,2,5,10
2377,6,28,1,5,5
2377,6,13,2,5,10
2378,3,1,1,4,4
2379,10,33,2,4,8
2379,9,10,2,5,10
2379,5,31,2,6,12
2379,1,1,1,4,4
2380,9,30,1,6,6
2381,9,9,1,5,5
2382,4,33,1,4,4
2383,9,18,1,8,8
2384,2,17,1,7,7
2385,9,38,2,6,12
2386,1,14,1,5,5
2387,2,31,2,6,12
2388,5,10,1,5,5
2389,2,19,2,6,12
2390,2,4,1,5,5
2391,5,23,2,6,12
2392,9,25,1,6,6
2393,9,3,2,5,10
2394,7,4,2,5,10
2395,9,36,2,4,8
2396,10,24,2,8,16
2396,3,6,1,3,3
2397,7,36,2,4,8
2397,3,18,1,8,8
2398,6,16,1,6,6
2399,9,28,1,5,5
2400,1,29,1,6,6
2401,10,22,1,8,8
2401,5,2,1,6,6
2402,7,24,2,8,16
2403,8,1,1,4,4
2404,6,20,1,5,5
2404,1,21,1,6,6
2404,1,36,2,4,8
2405,2,18,1,8,8
2406,5,37,2,4,8
2406,4,23,1,6,6
2406,1,7,2,3,6
2407,4,38,2,6,12
2408,6,30,1,6,6
2409,7,34,1,5,5
2410,8,31,1,6,6
2411,10,12,2,5,10
2412,7,5,1,6,6
2413,8,1,2,4,8
2414,6,38,2,6,12
2415,3,36,2,4,8
2416,3,29,2,6,12
2417,1,31,2,6,12
2418,10,10,1,5,5
2419,5,21,2,6,12
2419,7,9,1,5,5
2419,6,22,1,8,8
2420,7,12,1,5,5
2421,5,32,2,3,6
2422,4,11,1,5,5
2423,2,20,2,5,10
2424,1,32,2,3,6
2425,5,5,1,6,6
2426,6,11,2,5,10
2427,2,21,1,6,6
2427,5,18,2,8,16
2428,8,13,2,5,10
2428,8,22,1,8,8
2429,2,38,2,6,12
2430,9,9,1,5,5
2431,8,9,1,5,5
2432,10,13,2,5,10
2433,5,37,2,4,8
2433,8,8,1,5,5
2434,1,1,1,4,4
2435,3,4,2,5,10
2436,2,9,1,5,5
2437,2,11,2,5,10
2437,2,8,1,5,5
2438,3,15,2,6,12
2438,8,24,2,8,16
2439,8,7,1,3,3
2439,6,15,2,6,12
2440,1,30,2,6,12
2441,1,18,1,8,8
2442,9,2,2,6,12
2443,3,23,2,6,12
2444,4,5,1,6,6
2444,1,38,1,6,6
2445,5,12,1,5,5
2446,4,20,2,5,10
2447,1,22,2,8,16
2448,2,36,1,4,4
2449,2,36,2,4,8
2449,8,25,2,6,12
2450,8,18,1,8,8
2450,10,35,2,5,10
2451,1,36,1,4,4
2452,10,13,2,5,10
2452,6,28,1,5,5
2453,4,5,1,6,6
2454,3,22,2,8,16
2454,8,38,2,6,12
2455,1,4,1,5,5
2456,2,10,2,5,10
2456,9,5,1,6,6
2457,7,35,2,5,10
2458,8,14,1,5,5
2459,8,8,1,5,5
2459,3,25,1,6,6
2460,8,14,1,5,5
2461,1,2,2,6,12
2461,9,20,1,5,5
2462,10,11,1,5,5
2462,10,32,2,3,6
2463,8,2,2,6,12
2463,3,15,2,6,12
2464,7,9,1,5,5
2464,5,11,2,5,10
2464,2,31,2,6,12
2465,5,36,2,4,8
2466,3,12,1,5,5
2466,5,25,2,6,12
2467,2,38,1,6,6
2468,2,38,1,6,6
2469,2,25,2,6,12
2470,8,3,1,5,5
2471,10,33,1,4,4
2472,3,6,1,3,3
2473,4,30,1,6,6
2474,5,11,1,5,5
2475,4,3,1,5,5
2476,3,17,2,7,14
2476,7,9,2,5,10
2477,3,13,1,5,5
2477,6,8,2,5,10
2478,8,4,2,5,10
2479,8,3,1,5,5
2479,3,33,1,4,4
2480,9,36,1,4,4
2480,5,6,1,3,3
2481,7,31,2,6,12
2482,1,2,2,6,12
2483,5,23,2,6,12
2483,6,25,2,6,12
2484,10,26,1,4,4
2485,2,20,1,5,5
2486,9,15,1,6,6
2486,9,5,2,6,12
2487,1,7,2,3,6
2488,8,22,1,8,8
2489,10,17,1,7,7
2490,6,1,2,4,8
2490,3,13,2,5,10
2491,3,13,2,5,10
2492,8,37,1,4,4
2493,2,33,2,4,8
2493,6,30,1,6,6
2494,10,10,2,5,10
2495,1,25,1,6,6
2496,7,25,2,6,12
2496,1,13,1,5,5
2497,5,11,2,5,10
2498,8,24,1,8,8
2499,5,2,2,6,12
2500,2,38,2,6,12
2501,5,16,2,6,12
2502,5,3,2,5,10
2503,6,26,2,4,8
2504,3,25,2,6,12
2505,10,22,2,8,16
2506,7,7,1,3,3
2507,2,27,1,4,4
2508,9,10,1,5,5
2509,2,30,2,6,12
2510,5,16,1,6,6
2511,5,3,1,5,5
2512,4,14,2,5,10
2513,3,12,2,5,10
2513,5,23,1,6,6
2514,1,7,2,3,6
2515,2,15,2,6,12
2516,10,25,2,6,12
2516,5,34,1,5,5
2517,4,15,2,6,12
2518,5,22,2,8,16
2519,1,31,1,6,6
2520,2,23,2,6,12
2521,1,18,1,8,8
2522,10,33,2,4,8
2523,3,15,2,6,12
2523,3,28,2,5,10
2523,9,11,2,5,10
2523,4,16,2,6,12
2524,8,33,1,4,4
2525,8,25,2,6,12
2526,8,35,2,5,10
2527,5,35,1,5,5
2528,1,30,2,6,12
2529,3,28,2,5,10
2530,8,29,2,6,12
2531,6,12,2,5,10
2532,8,33,1,4,4
2533,7,23,1,6,6
2534,9,9,2,5,10
2535,8,28,1,5,5
2535,7,18,1,8,8
2536,10,17,1,7,7
2537,7,11,2,5,10
2538,9,2,1,6,6
2539,10,34,2,5,10
2540,2,38,2,6,12
2541,3,10,1,5,5
2542,7,15,1,6,6
2543,5,20,2,5,10
2544,4,35,1,5,5
2545,9,24,1,8,8
2546,6,18,2,8,16
2547,2,3,1,5,5
2548,3,22,2,8,16
2549,6,18,2,8,16
2550,5,24,2,8,16
2550,4,11,2,5,10
2551,2,22,2,8,16
2552,2,25,1,6,6
2553,5,36,1,4,4
2553,8,21,1,6,6
2554,3,20,2,5,10
2555,6,5,1,6,6
2555,9,23,1,6,6
2556,10,3,1,5,5
2557,7,17,2,7,14
2558,3,5,1,6,6
2559,4,30,2,6,12
2560,6,28,2,5,10
2561,1,22,2,8,16
2562,2,9,1,5,5
2563,7,37,2,4,8
2564,3,27,2,4,8
2565,3,6,1,3,3
2566,5,12,2,5,10
2567,5,35,2,5,10
2568,2,10,2,5,10
2568,3,14,1,5,5
2569,1,22,1,8,8
2570,1,30,1,6,6
2571,7,23,1,6,6
2571,1,23,1,6,6
2572,9,8,1,5,5
2572,7,4,1,5,5
2573,1,31,1,6,6
2574,10,7,1,3,3
2575,8,31,2,6,12
2576,5,4,2,5,10
2577,6,17,1,7,7
2577,10,30,2,6,12
2578,10,34,1,5,5
2578,1,27,1,4,4
2579,1,30,1,6,6
2580,7,33,2,4,8
2580,8,27,2,4,8
2581,1,5,2,6,12
2581,4,31,1,6,6
2582,10,14,2,5,10
2583,7,14,2,5,10
2584,8,7,1,3,3
2585,3,29,2,6,12
2586,3,30,2,6,12
2587,5,29,1,6,6
2588,7,15,2,6,12
2589,5,13,1,5,5
2590,1,21,2,6,12
2591,10,31,2,6,12
2592,4,22,2,8,16
2592,9,32,2,3,6
2592,2,36,2,4,8
2593,9,15,2,6,12
2593,9,4,1,5,5
2594,1,11,2,5,10
2595,5,17,1,7,7
2596,1,9,1,5,5
2597,10,28,1,5,5
2598,10,30,1,6,6
2599,7,21,1,6,6
2599,6,23,2,6,12
2600,5,33,2,4,8
2601,10,3,2,5,10
2602,6,37,2,4,8
2603,2,20,1,5,5
2604,8,2,2,6,12
2605,5,21,1,6,6
2605,3,19,1,6,6
2605,1,13,2,5,10
2606,7,26,2,4,8
2607,9,31,1,6,6
2607,2,11,1,5,5
2608,1,3,2,5,10
2609,5,8,2,5,10
2610,10,6,2,3,6
2611,5,31,2,6,12
2612,9,23,1,6,6
2612,3,36,2,4,8
2612,6,23,1,6,6
2613,9,30,2,6,12
2613,8,26,2,4,8
2614,2,9,2,5,10
2614,8,36,1,4,4
2614,9,18,1,8,8
2614,4,31,1,6,6
2615,10,9,2,5,10
2615,5,6,2,3,6
2616,10,12,2,5,10
2617,10,19,1,6,6
2618,4,36,2,4,8
2619,3,5,1,6,6
2620,6,12,2,5,10
2621,3,27,1,4,4
2621,1,10,2,5,10
2621,9,18,2,8,16
2622,3,19,2,6,12
2623,1,38,2,6,12
2624,8,9,1,5,5
2625,2,12,2,5,10
2626,3,18,1,8,8
2627,2,25,2,6,12
2628,5,17,1,7,7
2629,9,23,1,6,6
2629,3,30,1,6,6
2630,7,38,1,6,6
2631,7,26,1,4,4
2632,2,5,1,6,6
2632,3,11,1,5,5
2632,10,9,1,5,5
2632,10,31,2,6,12
2633,8,5,2,6,12
2634,4,20,1,5,5
2634,7,26,1,4,4
2635,5,16,2,6,12
2636,4,10,1,5,5
2637,1,9,1,5,5
2638,8,12,2,5,10
2639,6,28,2,5,10
2640,5,6,1,3,3
2641,9,26,1,4,4
2641,4,34,2,5,10
2642,1,2,2,6,12
2643,8,31,1,6,6
2644,4,27,1,4,4
2645,10,5,1,6,6
2646,8,1,1,4,4
2647,4,32,1,3,3
2648,5,14,2,5,10
2648,2,20,2,5,10
2649,7,20,2,5,10
2650,1,12,2,5,10
2650,3,30,1,6,6
2651,6,9,2,5,10
2652,4,25,1,6,6
2653,4,37,2,4,8
2654,5,34,2,5,10
2655,1,19,1,6,6
2656,1,14,1,5,5
2657,10,37,2,4,8
2658,4,12,2,5,10
2659,10,27,1,4,4
2660,7,9,2,5,10
2661,5,10,1,5,5
2662,6,21,1,6,6
2663,10,15,1,6,6
2663,5,6,2,3,6
2664,1,30,2,6,12
2664,5,26,2,4,8
2665,10,9,1,5,5
2666,8,16,2,6,12
2667,8,19,1,6,6
2668,4,20,1,5,5
2668,8,26,2,4,8
2669,8,22,2,8,16
2670,2,31,1,6,6
2671,4,13,1,5,5
2672,10,25,2,6,12
2673,6,12,2,5,10
2674,3,25,2,6,12
2675,2,26,1,4,4
2676,7,10,1,5,5
2676,1,37,2,4,8
2677,5,4,1,5,5
2678,2,28,1,5,5
2679,10,5,2,6,12
2680,1,16,1,6,6
2681,7,30,2,6,12
2681,1,19,1,6,6
2681,5,2,2,6,12
2682,5,19,1,6,6
2683,2,19,2,6,12
2684,3,25,1,6,6
2685,4,4,2,5,10
2686,8,34,2,5,10
2687,9,29,2,6,12
2688,9,4,1,5,5
2688,5,27,1,4,4
2688,10,19,2,6,12
2689,2,29,2,6,12
2690,1,2,1,6,6
2691,5,28,1,5,5
2691,4,4,2,5,10
2692,2,15,1,6,6
2692,5,11,1,5,5
2693,6,23,1,6,6
2693,1,10,2,5,10
2694,5,27,1,4,4
2695,8,25,2,6,12
2696,8,18,2,8,16
2697,3,21,2,6,12
2697,2,34,1,5,5
2698,8,8,2,5,10
2699,10,35,2,5,10
2700,4,21,2,6,12
2700,8,31,1,6,6
2701,5,17,2,7,14
2701,10,32,1,3,3
2702,10,19,2,6,12
2703,3,20,2,5,10
2703,10,9,2,5,10
2703,9,22,2,8,16
2704,10,3,2,5,10
2704,5,34,1,5,5
2704,1,22,1,8,8
2705,6,21,2,6,12
2706,4,37,2,4,8
2707,1,36,2,4,8
2708,4,20,1,5,5
2709,7,4,2,5,10
2710,9,17,2,7,14
2710,1,20,2,5,10
2711,1,36,2,4,8
2712,3,15,1,6,6
2713,10,6,2,3,6
2714,10,30,1,6,6
2715,6,34,2,5,10
2716,1,9,2,5,10
2717,4,4,2,5,10
2718,1,22,1,8,8
2719,4,32,2,3,6
2719,3,1,1,4,4
2719,3,38,2,6,12
2720,8,32,2,3,6
2720,10,14,1,5,5
2721,10,8,2,5,10
2722,1,25,1,6,6
2722,1,1,2,4,8
2723,3,24,1,8,8
2724,4,8,2,5,10
2725,6,38,1,6,6
2726,8,24,2,8,16
2726,7,4,1,5,5
2726,4,10,2,5,10
2727,4,24,2,8,16
2728,3,32,2,3,6
2729,2,19,2,6,12
2730,3,16,2,6,12
2730,4,26,1,4,4
2730,4,19,1,6,6
2731,1,28,1,5,5
2731,4,29,2,6,12
2732,5,6,1,3,3
2733,4,22,2,8,16
2733,2,36,2,4,8
2733,6,1,1,4,4
2734,3,8,1,5,5
2735,5,33,2,4,8
2735,1,37,2,4,8
2736,6,9,1,5,5
2737,6,23,1,6,6
2738,6,21,1,6,6
2739,10,18,2,8,16
2740,3,20,1,5,5
2740,8,21,1,6,6
2740,8,2,1,6,6
2740,6,27,2,4,8
2740,9,10,2,5,10
2741,2,13,1,5,5
2742,10,17,2,7,14
2743,1,5,2,6,12
2744,4,16,1,6,6
2744,6,7,1,3,3
2745,1,20,1,5,5
2746,7,29,2,6,12
2747,6,16,2,6,12
2748,10,11,1,5,5
2748,1,38,1,6,6
2749,2,30,2,6,12
2750,10,14,2,5,10
2751,8,15,2,6,12
2752,8,28,2,5,10
2753,6,22,1,8,8
2754,4,10,1,5,5
2755,2,24,1,8,8
2756,8,30,2,6,12
2757,5,10,2,5,10
2757,6,26,2,4,8
2758,7,14,2,5,10
2758,4,20,1,5,5
2759,3,35,1,5,5
2759,6,16,2,6,12
2759,9,27,2,4,8
2759,8,14,2,5,10
2759,6,22,2,8,16
2760,8,22,2,8,16
2760,9,14,1,5,5
2761,10,24,2,8,16
2762,5,37,2,4,8
2763,10,14,2,5,10
2764,1,20,2,5,10
2765,8,34,2,5,10
2765,4,25,2,6,12
2766,6,19,1,6,6
2767,4,8,2,5,10
2767,9,6,2,3,6
2768,2,12,1,5,5
2769,8,15,2,6,12
2769,8,32,2,3,6
2770,1,30,1,6,6
2771,6,8,1,5,5
2772,10,33,2,4,8
2773,9,33,2,4,8
2774,2,4,2,5,10
2775,3,4,2,5,10
2775,8,7,2,3,6
2775,8,14,1,5,5
2776,9,20,1,5,5
2776,9,33,1,4,4
2777,3,32,1,3,3
2778,4,24,2,8,16
2779,7,5,2,6,12
2780,3,37,2,4,8
2781,3,27,1,4,4
2782,9,33,2,4,8
2783,8,30,2,6,12
2784,1,1,2,4,8
2785,8,35,2,5,10
2786,8,3,1,5,5
2787,1,20,1,5,5
2788,2,38,1,6,6
2789,10,10,1,5,5
2790,2,33,1,4,4
2791,10,30,2,6,12
2792,10,33,2,4,8
2793,2,17,2,7,14
2793,8,26,1,4,4
2794,1,2,2,6,12
2795,5,30,1,6,6
2795,4,37,1,4,4
2795,4,38,2,6,12
2796,9,22,2,8,16
2797,4,28,2,5,10
2798,9,20,1,5,5
2799,1,18,2,8,16
2800,6,12,2,5,10
2800,9,3,2,5,10
2801,9,6,2,3,6
2802,3,22,1,8,8
2803,4,8,1,5,5
2804,6,38,2,6,12
2805,3,2,2,6,12
2806,8,23,2,6,12
2807,2,31,2,6,12
2807,10,29,1,6,6
2807,3,21,1,6,6
2808,7,18,2,8,16
2809,7,19,1,6,6
2809,4,33,1,4,4
2810,9,27,1,4,4
2811,4,19,2,6,12
2811,7,10,1,5,5
2811,6,6,1,3,3
2812,9,3,2,5,10
2813,2,25,2,6,12
2814,3,13,2,5,10
2815,3,1,2,4,8
2816,2,26,2,4,8
2817,1,18,2,8,16
2818,4,21,2,6,12
2819,9,20,1,5,5
2820,8,14,2,5,10
2821,3,32,2,3,6
2822,6,26,1,4,4
2823,2,38,2,6,12
2824,4,19,2,6,12
2825,3,20,2,5,10
2826,1,24,2,8,16
2827,3,16,1,6,6
2827,8,30,2,6,12
2828,6,18,1,8,8
2829,6,9,1,5,5
2829,1,16,1,6,6
2830,4,9,2,5,10
2831,2,34,2,5,10
2832,5,36,2,4,8
2833,8,37,1,4,4
2833,1,35,2,5,10
2834,1,29,1,6,6
2835,4,9,1,5,5
2836,2,20,1,5,5
2837,1,11,1,5,5
2838,7,28,2,5,10
2838,2,5,2,6,12
2839,1,11,2,5,10
2840,9,17,1,7,7
2841,6,15,1,6,6
2842,2,34,1,5,5
2843,6,32,1,3,3
2843,9,25,1,6,6
2844,2,28,2,5,10
2844,7,13,2,5,10
2845,2,27,2,4,8
2845,4,6,1,3,3
2846,2,15,1,6,6
2847,1,31,1,6,6
2848,10,4,2,5,10
2849,3,8,1,5,5
2850,1,5,1,6,6
2850,10,29,2,6,12
2851,8,21,2,6,12
2852,10,14,1,5,5
2853,5,38,2,6,12
2854,8,33,1,4,4
2854,8,4,1,5,5
2855,7,35,2,5,10
2856,4,19,1,6,6
2857,5,28,2,5,10
2858,10,36,1,4,4
2858,9,25,1,6,6
2859,4,7,2,3,6
2860,5,25,1,6,6
2861,5,37,2,4,8
2862,1,36,2,4,8
2863,9,6,2,3,6
2863,1,32,1,3,3
2864,3,36,2,4,8
2865,6,31,1,6,6
2865,10,26,1,4,4
2865,10,34,1,5,5
2866,2,2,2,6,12
2866,1,8,2,5,10
2867,6,8,2,5,10
2868,2,37,2,4,8
2869,3,15,1,6,6
2870,2,24,1,8,8
2871,7,31,1,6,6
2871,6,20,1,5,5
2872,3,17,2,7,14
2873,10,20,2,5,10
2873,5,4,1,5,5
2874,1,4,2,5,10
2875,5,26,2,4,8
2876,8,14,2,5,10
2877,4,1,2,4,8
2878,9,17,1,7,7
2878,8,6,1,3,3
2878,10,18,2,8,16
2879,5,12,1,5,5
2879,7,3,1,5,5
2879,10,16,2,6,12
2880,4,21,1,6,6
2881,8,17,2,7,14
2882,1,25,1,6,6
2883,7,23,1,6,6
2884,10,11,2,5,10
2884,2,16,1,6,6
2885,5,34,1,5,5
2885,7,27,1,4,4
2886,4,22,1,8,8
2887,3,27,2,4,8
2887,1,3,2,5,10
2888,1,13,1,5,5
2888,3,16,2,6,12
2889,10,5,1,6,6
2890,1,13,1,5,5
2890,5,16,1,6,6
2891,2,38,2,6,12
2892,9,25,1,6,6
2892,7,12,1,5,5
2893,3,34,1,5,5
2894,1,38,2,6,12
2895,7,18,1,8,8
2896,2,36,1,4,4
2897,3,33,2,4,8
2898,6,5,1,6,6
2899,1,9,1,5,5
2900,10,6,2,3,6
2901,4,7,2,3,6
2902,6,8,1,5,5
2903,4,32,1,3,3
2904,2,12,2,5,10
2905,7,22,2,8,16
2906,4,22,1,8,8
2906,1,24,2,8,16
2907,9,10,2,5,10
2908,2,36,2,4,8
2909,10,21,2,6,12
2910,5,3,1,5,5
2911,1,22,1,8,8
2911,5,34,2,5,10
2911,7,19,1,6,6
2911,1,31,2,6,12
2912,9,36,2,4,8
2913,7,7,1,3,3
2913,4,36,2,4,8
2914,6,6,1,3,3
2914,1,23,2,6,12
2915,10,4,2,5,10
2915,5,12,1,5,5
2915,10,27,1,4,4
2915,9,24,1,8,8
2916,3,24,1,8,8
2916,1,14,1,5,5
2917,3,3,2,5,10
2917,9,27,2,4,8
2917,3,4,2,5,10
2918,6,9,1,5,5
2919,3,14,1,5,5
2920,1,6,2,3,6
2920,5,27,2,4,8
2921,2,37,1,4,4
2922,10,12,2,5,10
2923,10,4,2,5,10
2923,1,21,1,6,6
2924,9,16,2,6,12
2925,10,9,1,5,5
2926,9,20,1,5,5
2927,9,36,2,4,8
2927,4,15,1,6,6
2927,4,21,2,6,12
2927,6,31,2,6,12
2927,10,1,1,4,4
2928,8,4,2,5,10
2928,4,30,2,6,12
2929,6,29,1,6,6
2930,6,10,1,5,5
2931,7,10,1,5,5
2931,2,13,2,5,10
2932,10,21,2,6,12
2933,7,27,1,4,4
2934,8,16,2,6,12
2934,10,15,2,6,12
2935,5,34,2,5,10
2936,5,26,2,4,8
2937,3,9,1,5,5
2938,7,6,2,3,6
2939,7,19,1,6,6
2940,9,5,1,6,6
2941,6,34,1,5,5
2941,4,17,2,7,14
2942,1,13,1,5,5
2943,9,29,1,6,6
2944,5,36,2,4,8
2945,7,23,2,6,12
2946,1,27,2,4,8
2947,8,9,2,5,10
2948,9,13,2,5,10
2948,4,33,1,4,4
2948,8,31,2,6,12
2948,8,7,2,3,6
2949,8,30,2,6,12
2950,6,11,1,5,5
2951,4,23,2,6,12
2952,7,9,2,5,10
2952,7,23,1,6,6
2953,8,3,1,5,5
2954,1,21,1,6,6
2955,10,27,2,4,8
2956,3,20,2,5,10
2957,8,1,1,4,4
2957,3,36,2,4,8
2958,6,27,1,4,4
2959,9,14,2,5,10
2960,2,3,1,5,5
2961,8,19,2,6,12
2962,6,8,1,5,5
2963,4,17,2,7,14
2964,1,32,2,3,6
2965,6,26,1,4,4
2966,8,37,2,4,8
2967,5,30,2,6,12
2968,1,37,2,4,8
2968,6,38,1,6,6
2969,2,14,2,5,10
2970,6,33,1,4,4
2971,5,26,2,4,8
2972,10,38,2,6,12
2972,6,21,1,6,6
2972,8,34,1,5,5
2973,8,3,1,5,5
2974,7,10,2,5,10
2975,4,28,1,5,5
2976,10,28,2,5,10
2977,8,35,2,5,10
2978,5,18,1,8,8
2979,6,22,2,8,16
2979,10,14,1,5,5
2980,1,15,2,6,12
2981,9,12,1,5,5
2981,6,34,2,5,10
2982,8,31,2,6,12
2983,5,22,1,8,8
2984,9,22,1,8,8
2985,6,2,1,6,6
2986,10,1,1,4,4
2987,1,11,1,5,5
2988,6,2,1,6,6
2989,8,15,2,6,12
2990,7,29,1,6,6
2991,4,34,2,5,10
